hap	has_dup
AA0040-Ca_GHcol	FALSE
AA0040-Cb_GHcol	FALSE
AA0041-Ca_GHcol	FALSE
AA0041-Cb_GHcol	FALSE
AA0042-Ca_GHcol	FALSE
AA0042-Cb_GHcol	FALSE
AA0043-Ca_GHcol	FALSE
AA0043-Cb_GHcol	FALSE
AA0044-Ca_GHcol	FALSE
AA0044-Cb_GHcol	FALSE
AA0048-Ca_GHgam	TRUE
AA0048-Cb_GHgam	TRUE
AA0049-Ca_GHcol	TRUE
AA0049-Cb_GHcol	TRUE
AA0050-Ca_GHgam	TRUE
AA0050-Cb_GHgam	TRUE
AA0051-Ca_GHcol	FALSE
AA0051-Cb_GHcol	FALSE
AA0052-Ca_GHcol	FALSE
AA0052-Cb_GHcol	FALSE
AA0053-Ca_GHcol	FALSE
AA0053-Cb_GHcol	FALSE
AA0054-Ca_GHcol	FALSE
AA0054-Cb_GHcol	FALSE
AA0055-Ca_GHcol	FALSE
AA0055-Cb_GHcol	FALSE
AA0056-Ca_GHcol	FALSE
AA0056-Cb_GHcol	FALSE
AA0060-Ca_GHgam	TRUE
AA0060-Cb_GHgam	TRUE
AA0061-Ca_GHgam	TRUE
AA0061-Cb_GHgam	TRUE
AA0063-Ca_GHcol	FALSE
AA0063-Cb_GHcol	FALSE
AA0064-Ca_GHcol	FALSE
AA0064-Cb_GHcol	FALSE
AA0066-Ca_GHcol	FALSE
AA0066-Cb_GHcol	FALSE
AA0067-Ca_GHcol	FALSE
AA0067-Cb_GHcol	FALSE
AA0068-Ca_GHcol	FALSE
AA0068-Cb_GHcol	FALSE
AA0072-Ca_GHgam	TRUE
AA0072-Cb_GHgam	TRUE
AA0073-Ca_GHcol	TRUE
AA0073-Cb_GHcol	TRUE
AA0074-Ca_GHcol	FALSE
AA0074-Cb_GHcol	FALSE
AA0075-Ca_GHcol	FALSE
AA0075-Cb_GHcol	FALSE
AA0076-Ca_GHcol	FALSE
AA0076-Cb_GHcol	FALSE
AA0077-Ca_GHcol	FALSE
AA0077-Cb_GHcol	FALSE
AA0080-Ca_GHcol	FALSE
AA0080-Cb_GHcol	FALSE
AA0084-Ca_GHgam	TRUE
AA0084-Cb_GHgam	TRUE
AA0085-Ca_GHgam	TRUE
AA0085-Cb_GHgam	TRUE
AA0086-Ca_GHgam	FALSE
AA0086-Cb_GHgam	FALSE
AA0087-Ca_GHcol	FALSE
AA0087-Cb_GHcol	FALSE
AA0088-Ca_GHcol	FALSE
AA0088-Cb_GHcol	FALSE
AA0089-Ca_GHcol	FALSE
AA0089-Cb_GHcol	FALSE
AA0090-Ca_GHcol	FALSE
AA0090-Cb_GHcol	FALSE
AA0091-Ca_GHcol	FALSE
AA0091-Cb_GHcol	FALSE
AA0096-Ca_GHgam	TRUE
AA0096-Cb_GHgam	TRUE
AA0097-Ca_GHcol	FALSE
AA0097-Cb_GHcol	FALSE
AA0098-Ca_GHcol	TRUE
AA0098-Cb_GHcol	TRUE
AA0099-Ca_GHcol	FALSE
AA0099-Cb_GHcol	FALSE
AA0100-Ca_GHcol	FALSE
AA0100-Cb_GHcol	FALSE
AA0101-Ca_GHcol	FALSE
AA0101-Cb_GHcol	FALSE
AA0102-Ca_GHcol	FALSE
AA0102-Cb_GHcol	FALSE
AA0103-Ca_GHcol	FALSE
AA0103-Cb_GHcol	FALSE
AA0104-Ca_GHcol	FALSE
AA0104-Cb_GHcol	FALSE
AA0107-Ca_GHcol	FALSE
AA0107-Cb_GHcol	FALSE
AA0108-Ca_GHgam	TRUE
AA0108-Cb_GHgam	TRUE
AA0109-Ca_GHcol	FALSE
AA0109-Cb_GHcol	FALSE
AA0110-Ca_GHcol	FALSE
AA0110-Cb_GHcol	FALSE
AA0111-Ca_GHcol	FALSE
AA0111-Cb_GHcol	FALSE
AA0113-Ca_GHcol	FALSE
AA0113-Cb_GHcol	FALSE
AA0114-Ca_GHcol	FALSE
AA0114-Cb_GHcol	FALSE
AA0115-Ca_GHcol	FALSE
AA0115-Cb_GHcol	FALSE
AA0116-Ca_GHcol	FALSE
AA0116-Cb_GHcol	FALSE
AA0122-Ca_GHgam	FALSE
AA0122-Cb_GHgam	FALSE
AA0123-Ca_GHcol	FALSE
AA0123-Cb_GHcol	FALSE
AA0124-Ca_GHcol	FALSE
AA0124-Cb_GHcol	FALSE
AA0125-Ca_GHcol	FALSE
AA0125-Cb_GHcol	FALSE
AA0127-Ca_GHcol	FALSE
AA0127-Cb_GHcol	FALSE
AA0132-Ca_GHcol	TRUE
AA0132-Cb_GHcol	TRUE
AA0133-Ca_GHgam	TRUE
AA0133-Cb_GHgam	TRUE
AA0134-Ca_GHcol	FALSE
AA0134-Cb_GHcol	FALSE
AA0135-Ca_GHcol	FALSE
AA0135-Cb_GHcol	FALSE
AA0136-Ca_GHcol	FALSE
AA0136-Cb_GHcol	FALSE
AA0139-Ca_GHcol	FALSE
AA0139-Cb_GHcol	FALSE
AA0140-Ca_GHcol	TRUE
AA0140-Cb_GHcol	TRUE
AA0141-Ca_GHcol	TRUE
AA0141-Cb_GHcol	TRUE
AB0085-Ca_BFgam	FALSE
AB0085-Cb_BFgam	FALSE
AB0087-Ca_BFcol	FALSE
AB0087-Cb_BFcol	FALSE
AB0088-Ca_BFcol	FALSE
AB0088-Cb_BFcol	FALSE
AB0089-Ca_BFcol	FALSE
AB0089-Cb_BFcol	FALSE
AB0090-Ca_BFcol	FALSE
AB0090-Cb_BFcol	FALSE
AB0091-Ca_BFcol	FALSE
AB0091-Cb_BFcol	FALSE
AB0092-Ca_BFcol	FALSE
AB0092-Cb_BFcol	FALSE
AB0094-Ca_BFcol	FALSE
AB0094-Cb_BFcol	FALSE
AB0095-Ca_BFcol	FALSE
AB0095-Cb_BFcol	FALSE
AB0097-Ca_BFcol	FALSE
AB0097-Cb_BFcol	FALSE
AB0098-Ca_BFcol	FALSE
AB0098-Cb_BFcol	FALSE
AB0099-Ca_BFcol	FALSE
AB0099-Cb_BFcol	FALSE
AB0100-Ca_BFcol	FALSE
AB0100-Cb_BFcol	FALSE
AB0101-Ca_BFcol	TRUE
AB0101-Cb_BFcol	TRUE
AB0103-Ca_BFgam	FALSE
AB0103-Cb_BFgam	FALSE
AB0104-Ca_BFgam	FALSE
AB0104-Cb_BFgam	FALSE
AB0108-Ca_BFgam	FALSE
AB0108-Cb_BFgam	FALSE
AB0109-Ca_BFcol	FALSE
AB0109-Cb_BFcol	FALSE
AB0110-Ca_BFcol	FALSE
AB0110-Cb_BFcol	FALSE
AB0111-Ca_BFcol	FALSE
AB0111-Cb_BFcol	FALSE
AB0112-Ca_BFcol	FALSE
AB0112-Cb_BFcol	FALSE
AB0113-Ca_BFcol	TRUE
AB0113-Cb_BFcol	TRUE
AB0114-Ca_BFcol	FALSE
AB0114-Cb_BFcol	FALSE
AB0115-Ca_BFcol	FALSE
AB0115-Cb_BFcol	FALSE
AB0117-Ca_BFgam	TRUE
AB0117-Cb_BFgam	TRUE
AB0118-Ca_BFgam	FALSE
AB0118-Cb_BFgam	FALSE
AB0119-Ca_BFgam	TRUE
AB0119-Cb_BFgam	TRUE
AB0122-Ca_BFcol	FALSE
AB0122-Cb_BFcol	FALSE
AB0123-Ca_BFcol	FALSE
AB0123-Cb_BFcol	FALSE
AB0124-Ca_BFcol	FALSE
AB0124-Cb_BFcol	FALSE
AB0126-Ca_BFgam	FALSE
AB0126-Cb_BFgam	FALSE
AB0127-Ca_BFgam	FALSE
AB0127-Cb_BFgam	FALSE
AB0128-Ca_BFgam	FALSE
AB0128-Cb_BFgam	FALSE
AB0129-Ca_BFgam	FALSE
AB0129-Cb_BFgam	FALSE
AB0130-Ca_BFgam	FALSE
AB0130-Cb_BFgam	FALSE
AB0133-Ca_BFgam	TRUE
AB0133-Cb_BFgam	TRUE
AB0134-Ca_BFgam	TRUE
AB0134-Cb_BFgam	TRUE
AB0135-Ca_BFgam	TRUE
AB0135-Cb_BFgam	TRUE
AB0136-Ca_BFgam	TRUE
AB0136-Cb_BFgam	TRUE
AB0137-Ca_BFcol	FALSE
AB0137-Cb_BFcol	FALSE
AB0138-Ca_BFcol	FALSE
AB0138-Cb_BFcol	FALSE
AB0139-Ca_BFcol	FALSE
AB0139-Cb_BFcol	FALSE
AB0140-Ca_BFcol	FALSE
AB0140-Cb_BFcol	FALSE
AB0142-Ca_BFcol	FALSE
AB0142-Cb_BFcol	FALSE
AB0143-Ca_BFgam	TRUE
AB0143-Cb_BFgam	TRUE
AB0145-Ca_BFgam	TRUE
AB0145-Cb_BFgam	TRUE
AB0146-Ca_BFgam	TRUE
AB0146-Cb_BFgam	TRUE
AB0147-Ca_BFgam	FALSE
AB0147-Cb_BFgam	FALSE
AB0148-Ca_BFgam	FALSE
AB0148-Cb_BFgam	FALSE
AB0150-Ca_BFgam	TRUE
AB0150-Cb_BFgam	TRUE
AB0151-Ca_BFgam	FALSE
AB0151-Cb_BFgam	FALSE
AB0153-Ca_BFgam	TRUE
AB0153-Cb_BFgam	TRUE
AB0155-Ca_BFgam	FALSE
AB0155-Cb_BFgam	FALSE
AB0157-Ca_BFgam	TRUE
AB0157-Cb_BFgam	TRUE
AB0158-Ca_BFgam	TRUE
AB0158-Cb_BFgam	TRUE
AB0159-Ca_BFgam	TRUE
AB0159-Cb_BFgam	TRUE
AB0160-Ca_BFgam	TRUE
AB0160-Cb_BFgam	TRUE
AB0161-Ca_BFgam	FALSE
AB0161-Cb_BFgam	FALSE
AB0162-Ca_BFgam	FALSE
AB0162-Cb_BFgam	FALSE
AB0164-Ca_BFgam	FALSE
AB0164-Cb_BFgam	FALSE
AB0165-Ca_BFgam	FALSE
AB0165-Cb_BFgam	FALSE
AB0166-Ca_BFgam	FALSE
AB0166-Cb_BFgam	FALSE
AB0167-Ca_BFgam	FALSE
AB0167-Cb_BFgam	FALSE
AB0169-Ca_BFgam	FALSE
AB0169-Cb_BFgam	FALSE
AB0170-Ca_BFgam	TRUE
AB0170-Cb_BFgam	TRUE
AB0171-Ca_BFgam	FALSE
AB0171-Cb_BFgam	FALSE
AB0172-Ca_BFgam	FALSE
AB0172-Cb_BFgam	FALSE
AB0173-Ca_BFgam	FALSE
AB0173-Cb_BFgam	FALSE
AB0174-Ca_BFgam	FALSE
AB0174-Cb_BFgam	FALSE
AB0175-Ca_BFgam	FALSE
AB0175-Cb_BFgam	FALSE
AB0176-Ca_BFgam	FALSE
AB0176-Cb_BFgam	FALSE
AB0177-Ca_BFgam	FALSE
AB0177-Cb_BFgam	FALSE
AB0178-Ca_BFgam	FALSE
AB0178-Cb_BFgam	FALSE
AB0179-Ca_BFgam	FALSE
AB0179-Cb_BFgam	FALSE
AB0181-Ca_BFcol	FALSE
AB0181-Cb_BFcol	FALSE
AB0182-Ca_BFcol	FALSE
AB0182-Cb_BFcol	FALSE
AB0183-Ca_BFcol	FALSE
AB0183-Cb_BFcol	FALSE
AB0184-Ca_BFcol	FALSE
AB0184-Cb_BFcol	FALSE
AB0185-Ca_BFcol	FALSE
AB0185-Cb_BFcol	FALSE
AB0186-Ca_BFcol	FALSE
AB0186-Cb_BFcol	FALSE
AB0187-Ca_BFcol	FALSE
AB0187-Cb_BFcol	FALSE
AB0188-Ca_BFcol	FALSE
AB0188-Cb_BFcol	FALSE
AB0189-Ca_BFcol	FALSE
AB0189-Cb_BFcol	FALSE
AB0190-Ca_BFcol	FALSE
AB0190-Cb_BFcol	FALSE
AB0191-Ca_BFcol	FALSE
AB0191-Cb_BFcol	FALSE
AB0192-Ca_BFcol	FALSE
AB0192-Cb_BFcol	FALSE
AB0195-Ca_BFcol	FALSE
AB0195-Cb_BFcol	FALSE
AB0196-Ca_BFcol	FALSE
AB0196-Cb_BFcol	FALSE
AB0197-Ca_BFgam	TRUE
AB0197-Cb_BFgam	TRUE
AB0198-Ca_BFgam	TRUE
AB0198-Cb_BFgam	TRUE
AB0199-Ca_BFgam	FALSE
AB0199-Cb_BFgam	FALSE
AB0200-Ca_BFgam	FALSE
AB0200-Cb_BFgam	FALSE
AB0201-Ca_BFgam	FALSE
AB0201-Cb_BFgam	FALSE
AB0202-Ca_BFgam	FALSE
AB0202-Cb_BFgam	FALSE
AB0203-Ca_BFgam	FALSE
AB0203-Cb_BFgam	FALSE
AB0204-Ca_BFcol	FALSE
AB0204-Cb_BFcol	FALSE
AB0205-Ca_BFgam	FALSE
AB0205-Cb_BFgam	FALSE
AB0206-Ca_BFgam	FALSE
AB0206-Cb_BFgam	FALSE
AB0207-Ca_BFgam	FALSE
AB0207-Cb_BFgam	FALSE
AB0208-Ca_BFgam	TRUE
AB0208-Cb_BFgam	TRUE
AB0209-Ca_BFcol	FALSE
AB0209-Cb_BFcol	FALSE
AB0210-Ca_BFcol	FALSE
AB0210-Cb_BFcol	FALSE
AB0211-Ca_BFgam	TRUE
AB0211-Cb_BFgam	TRUE
AB0212-Ca_BFcol	FALSE
AB0212-Cb_BFcol	FALSE
AB0213-Ca_BFcol	FALSE
AB0213-Cb_BFcol	FALSE
AB0215-Ca_BFcol	FALSE
AB0215-Cb_BFcol	FALSE
AB0217-Ca_BFgam	TRUE
AB0217-Cb_BFgam	TRUE
AB0218-Ca_BFgam	FALSE
AB0218-Cb_BFgam	FALSE
AB0219-Ca_BFcol	FALSE
AB0219-Cb_BFcol	FALSE
AB0221-Ca_BFcol	FALSE
AB0221-Cb_BFcol	FALSE
AB0222-Ca_BFcol	FALSE
AB0222-Cb_BFcol	FALSE
AB0223-Ca_BFcol	FALSE
AB0223-Cb_BFcol	FALSE
AB0224-Ca_BFcol	FALSE
AB0224-Cb_BFcol	FALSE
AB0226-Ca_BFcol	FALSE
AB0226-Cb_BFcol	FALSE
AB0227-Ca_BFcol	FALSE
AB0227-Cb_BFcol	FALSE
AB0228-Ca_BFgam	TRUE
AB0228-Cb_BFgam	TRUE
AB0229-Ca_BFcol	FALSE
AB0229-Cb_BFcol	FALSE
AB0231-Ca_BFgam	FALSE
AB0231-Cb_BFgam	FALSE
AB0232-Ca_BFgam	FALSE
AB0232-Cb_BFgam	FALSE
AB0233-Ca_BFgam	FALSE
AB0233-Cb_BFgam	FALSE
AB0234-Ca_BFcol	FALSE
AB0234-Cb_BFcol	FALSE
AB0235-Ca_BFgam	TRUE
AB0235-Cb_BFgam	TRUE
AB0236-Ca_BFgam	FALSE
AB0236-Cb_BFgam	FALSE
AB0237-Ca_BFcol	FALSE
AB0237-Cb_BFcol	FALSE
AB0238-Ca_BFgam	TRUE
AB0238-Cb_BFgam	TRUE
AB0239-Ca_BFgam	TRUE
AB0239-Cb_BFgam	TRUE
AB0240-Ca_BFcol	FALSE
AB0240-Cb_BFcol	FALSE
AB0241-Ca_BFgam	TRUE
AB0241-Cb_BFgam	TRUE
AB0242-Ca_BFcol	FALSE
AB0242-Cb_BFcol	FALSE
AB0243-Ca_BFcol	FALSE
AB0243-Cb_BFcol	FALSE
AB0244-Ca_BFgam	FALSE
AB0244-Cb_BFgam	FALSE
AB0246-Ca_BFcol	FALSE
AB0246-Cb_BFcol	FALSE
AB0247-Ca_BFcol	FALSE
AB0247-Cb_BFcol	FALSE
AB0248-Ca_BFcol	FALSE
AB0248-Cb_BFcol	FALSE
AB0249-Ca_BFcol	FALSE
AB0249-Cb_BFcol	FALSE
AB0250-Ca_BFcol	FALSE
AB0250-Cb_BFcol	FALSE
AB0251-Ca_BFgam	FALSE
AB0251-Cb_BFgam	FALSE
AB0252-Ca_BFgam	FALSE
AB0252-Cb_BFgam	FALSE
AB0253-Ca_BFgam	TRUE
AB0253-Cb_BFgam	TRUE
AB0255-Ca_BFgam	FALSE
AB0255-Cb_BFgam	FALSE
AB0256-Ca_BFgam	FALSE
AB0256-Cb_BFgam	FALSE
AB0257-Ca_BFcol	FALSE
AB0257-Cb_BFcol	FALSE
AB0258-Ca_BFcol	FALSE
AB0258-Cb_BFcol	FALSE
AB0260-Ca_BFgam	FALSE
AB0260-Cb_BFgam	FALSE
AB0261-Ca_BFgam	FALSE
AB0261-Cb_BFgam	FALSE
AB0262-Ca_BFcol	FALSE
AB0262-Cb_BFcol	FALSE
AB0263-Ca_BFcol	FALSE
AB0263-Cb_BFcol	FALSE
AB0264-Ca_BFgam	FALSE
AB0264-Cb_BFgam	FALSE
AB0265-Ca_BFgam	FALSE
AB0265-Cb_BFgam	FALSE
AB0266-Ca_BFcol	FALSE
AB0266-Cb_BFcol	FALSE
AB0267-Ca_BFcol	FALSE
AB0267-Cb_BFcol	FALSE
AB0268-Ca_BFgam	FALSE
AB0268-Cb_BFgam	FALSE
AB0270-Ca_BFgam	FALSE
AB0270-Cb_BFgam	FALSE
AB0271-Ca_BFgam	FALSE
AB0271-Cb_BFgam	FALSE
AB0272-Ca_BFgam	FALSE
AB0272-Cb_BFgam	FALSE
AB0273-Ca_BFgam	FALSE
AB0273-Cb_BFgam	FALSE
AB0274-Ca_BFgam	TRUE
AB0274-Cb_BFgam	TRUE
AB0275-Ca_BFgam	FALSE
AB0275-Cb_BFgam	FALSE
AB0276-Ca_BFcol	FALSE
AB0276-Cb_BFcol	FALSE
AB0277-Ca_BFgam	FALSE
AB0277-Cb_BFgam	FALSE
AB0278-Ca_BFgam	FALSE
AB0278-Cb_BFgam	FALSE
AB0279-Ca_BFcol	TRUE
AB0279-Cb_BFcol	TRUE
AB0280-Ca_BFgam	FALSE
AB0280-Cb_BFgam	FALSE
AB0281-Ca_BFgam	FALSE
AB0281-Cb_BFgam	FALSE
AB0282-Ca_BFcol	FALSE
AB0282-Cb_BFcol	FALSE
AB0283-Ca_BFgam	FALSE
AB0283-Cb_BFgam	FALSE
AB0284-Ca_BFgam	TRUE
AB0284-Cb_BFgam	TRUE
AV0001-Ca_GNgam	TRUE
AV0001-Cb_GNgam	TRUE
AV0002-Ca_GNgam	FALSE
AV0002-Cb_GNgam	FALSE
AV0003-Ca_GNgam	FALSE
AV0003-Cb_GNgam	FALSE
AV0004-Ca_GNgam	FALSE
AV0004-Cb_GNgam	FALSE
AV0005-Ca_GNgam	TRUE
AV0005-Cb_GNgam	TRUE
AV0006-Ca_GNgam	FALSE
AV0006-Cb_GNgam	FALSE
AV0007-Ca_GNgam	FALSE
AV0007-Cb_GNgam	FALSE
AV0008-Ca_GNgam	FALSE
AV0008-Cb_GNgam	FALSE
AV0009-Ca_GNgam	FALSE
AV0009-Cb_GNgam	FALSE
AV0010-Ca_GNgam	FALSE
AV0010-Cb_GNgam	FALSE
AV0011-Ca_GNgam	FALSE
AV0011-Cb_GNgam	FALSE
AV0012-Ca_GNgam	FALSE
AV0012-Cb_GNgam	FALSE
AV0013-Ca_GNgam	FALSE
AV0013-Cb_GNgam	FALSE
AV0014-Ca_GNgam	TRUE
AV0014-Cb_GNgam	TRUE
AV0015-Ca_GNgam	FALSE
AV0015-Cb_GNgam	FALSE
AV0017-Ca_GNgam	FALSE
AV0017-Cb_GNgam	FALSE
AV0018-Ca_GNgam	FALSE
AV0018-Cb_GNgam	FALSE
AV0020-Ca_GNgam	TRUE
AV0020-Cb_GNgam	TRUE
AV0021-Ca_GNgam	FALSE
AV0021-Cb_GNgam	FALSE
AV0022-Ca_GNgam	FALSE
AV0022-Cb_GNgam	FALSE
AV0024-Ca_GNgam	FALSE
AV0024-Cb_GNgam	FALSE
AV0025-Ca_GNgam	FALSE
AV0025-Cb_GNgam	FALSE
AV0026-Ca_GNgam	TRUE
AV0026-Cb_GNgam	TRUE
AV0027-Ca_GNgam	FALSE
AV0027-Cb_GNgam	FALSE
AV0028-Ca_GNgam	FALSE
AV0028-Cb_GNgam	FALSE
AV0029-Ca_GNgam	TRUE
AV0029-Cb_GNgam	TRUE
AV0030-Ca_GNgam	FALSE
AV0030-Cb_GNgam	FALSE
AV0031-Ca_GNgam	TRUE
AV0031-Cb_GNgam	TRUE
AV0032-Ca_GNgam	FALSE
AV0032-Cb_GNgam	FALSE
AV0033-Ca_GNgam	TRUE
AV0033-Cb_GNgam	TRUE
AV0034-Ca_GNgam	FALSE
AV0034-Cb_GNgam	FALSE
AV0035-Ca_GNgam	FALSE
AV0035-Cb_GNgam	FALSE
AV0036-Ca_GNgam	TRUE
AV0036-Cb_GNgam	TRUE
AV0037-Ca_GNgam	FALSE
AV0037-Cb_GNgam	FALSE
AV0039-Ca_GNgam	FALSE
AV0039-Cb_GNgam	FALSE
AV0041-Ca_GNgam	TRUE
AV0041-Cb_GNgam	TRUE
AV0043-Ca_GNgam	FALSE
AV0043-Cb_GNgam	FALSE
AV0044-Ca_GNgam	FALSE
AV0044-Cb_GNgam	FALSE
AV0045-Ca_GNgam	FALSE
AV0045-Cb_GNgam	FALSE
AV0047-Ca_GNgam	FALSE
AV0047-Cb_GNgam	FALSE
AY0006-Ca_CIcol	FALSE
AY0006-Cb_CIcol	FALSE
AY0007-Ca_CIcol	TRUE
AY0007-Cb_CIcol	TRUE
AY0010-Ca_CIcol	FALSE
AY0010-Cb_CIcol	FALSE
AY0011-Ca_CIcol	TRUE
AY0011-Cb_CIcol	TRUE
AY0012-Ca_CIcol	TRUE
AY0012-Cb_CIcol	TRUE
AY0013-Ca_CIcol	TRUE
AY0013-Cb_CIcol	TRUE
AY0015-Ca_CIcol	TRUE
AY0015-Cb_CIcol	TRUE
AY0016-Ca_CIcol	TRUE
AY0016-Cb_CIcol	TRUE
AY0017-Ca_CIcol	TRUE
AY0017-Cb_CIcol	TRUE
AY0018-Ca_CIcol	TRUE
AY0018-Cb_CIcol	TRUE
AY0019-Ca_CIcol	FALSE
AY0019-Cb_CIcol	FALSE
AY0020-Ca_CIcol	TRUE
AY0020-Cb_CIcol	TRUE
AY0021-Ca_CIcol	FALSE
AY0021-Cb_CIcol	FALSE
AY0023-Ca_CIcol	TRUE
AY0023-Cb_CIcol	TRUE
AY0024-Ca_CIcol	TRUE
AY0024-Cb_CIcol	TRUE
AY0025-Ca_CIcol	TRUE
AY0025-Cb_CIcol	TRUE
AY0026-Ca_CIcol	TRUE
AY0026-Cb_CIcol	TRUE
AY0027-Ca_CIcol	TRUE
AY0027-Cb_CIcol	TRUE
AY0029-Ca_CIcol	TRUE
AY0029-Cb_CIcol	TRUE
AY0031-Ca_CIcol	TRUE
AY0031-Cb_CIcol	TRUE
AY0032-Ca_CIcol	TRUE
AY0032-Cb_CIcol	TRUE
AY0033-Ca_CIcol	TRUE
AY0033-Cb_CIcol	TRUE
AY0034-Ca_CIcol	TRUE
AY0034-Cb_CIcol	TRUE
AY0035-Ca_CIcol	TRUE
AY0035-Cb_CIcol	TRUE
AY0036-Ca_CIcol	TRUE
AY0036-Cb_CIcol	TRUE
AY0038-Ca_CIcol	TRUE
AY0038-Cb_CIcol	TRUE
AY0039-Ca_CIcol	TRUE
AY0039-Cb_CIcol	TRUE
AY0040-Ca_CIcol	FALSE
AY0040-Cb_CIcol	FALSE
AY0041-Ca_CIcol	FALSE
AY0041-Cb_CIcol	FALSE
AY0042-Ca_CIcol	TRUE
AY0042-Cb_CIcol	TRUE
AY0043-Ca_CIcol	FALSE
AY0043-Cb_CIcol	FALSE
AY0045-Ca_CIcol	TRUE
AY0045-Cb_CIcol	TRUE
AY0046-Ca_CIcol	TRUE
AY0046-Cb_CIcol	TRUE
AY0047-Ca_CIcol	TRUE
AY0047-Cb_CIcol	TRUE
AY0048-Ca_CIcol	TRUE
AY0048-Cb_CIcol	TRUE
AY0049-Ca_CIcol	TRUE
AY0049-Cb_CIcol	TRUE
AY0050-Ca_CIcol	TRUE
AY0050-Cb_CIcol	TRUE
AY0052-Ca_CIcol	TRUE
AY0052-Cb_CIcol	TRUE
AY0053-Ca_CIcol	TRUE
AY0053-Cb_CIcol	TRUE
AY0054-Ca_CIcol	FALSE
AY0054-Cb_CIcol	FALSE
AY0055-Ca_CIcol	TRUE
AY0055-Cb_CIcol	TRUE
AY0056-Ca_CIcol	TRUE
AY0056-Cb_CIcol	TRUE
AY0057-Ca_CIcol	TRUE
AY0057-Cb_CIcol	TRUE
AY0058-Ca_CIcol	TRUE
AY0058-Cb_CIcol	TRUE
AY0059-Ca_CIcol	TRUE
AY0059-Cb_CIcol	TRUE
AY0060-Ca_CIcol	TRUE
AY0060-Cb_CIcol	TRUE
AY0061-Ca_CIcol	TRUE
AY0061-Cb_CIcol	TRUE
AY0062-Ca_CIcol	TRUE
AY0062-Cb_CIcol	TRUE
AY0063-Ca_CIcol	TRUE
AY0063-Cb_CIcol	TRUE
AY0064-Ca_CIcol	TRUE
AY0064-Cb_CIcol	TRUE
AY0065-Ca_CIcol	TRUE
AY0065-Cb_CIcol	TRUE
AY0066-Ca_CIcol	TRUE
AY0066-Cb_CIcol	TRUE
AY0067-Ca_CIcol	TRUE
AY0067-Cb_CIcol	TRUE
AY0068-Ca_CIcol	TRUE
AY0068-Cb_CIcol	TRUE
AY0069-Ca_CIcol	TRUE
AY0069-Cb_CIcol	TRUE
AY0070-Ca_CIcol	TRUE
AY0070-Cb_CIcol	TRUE
AY0072-Ca_CIcol	TRUE
AY0072-Cb_CIcol	TRUE
AY0074-Ca_CIcol	TRUE
AY0074-Cb_CIcol	TRUE
AY0076-Ca_CIcol	TRUE
AY0076-Cb_CIcol	TRUE
AY0077-Ca_CIcol	TRUE
AY0077-Cb_CIcol	TRUE
AY0078-Ca_CIcol	TRUE
AY0078-Cb_CIcol	TRUE
AY0079-Ca_CIcol	TRUE
AY0079-Cb_CIcol	TRUE
AY0080-Ca_CIcol	TRUE
AY0080-Cb_CIcol	TRUE
AY0082-Ca_CIcol	TRUE
AY0082-Cb_CIcol	TRUE
AY0083-Ca_CIcol	TRUE
AY0083-Cb_CIcol	TRUE
AY0085-Ca_CIcol	FALSE
AY0085-Cb_CIcol	FALSE
AY0087-Ca_CIcol	TRUE
AY0087-Cb_CIcol	TRUE
AY0088-Ca_CIcol	TRUE
AY0088-Cb_CIcol	TRUE
AY0089-Ca_CIcol	TRUE
AY0089-Cb_CIcol	TRUE
AY0090-Ca_CIcol	TRUE
AY0090-Cb_CIcol	TRUE
AY0091-Ca_CIcol	TRUE
AY0091-Cb_CIcol	TRUE
