hap_cluster	pop	hap_id	hap_distinct	allele
0	GHcol	AA0040-C a	0	0
0	GHcol	AA0040-C b	0	0
0	GHcol	AA0041-C a	0	0
0	GHcol	AA0041-C b	0	0
0	GHcol	AA0042-C a	1	0
0	GHcol	AA0042-C b	2	0
0	GHcol	AA0043-C a	0	0
0	GHcol	AA0043-C b	3	0
0	GHcol	AA0044-C a	2	0
0	GHcol	AA0044-C b	0	0
0	GHgam	AA0048-C a	4	1
0	GHgam	AA0048-C b	4	1
0	GHcol	AA0049-C a	0	0
0	GHcol	AA0049-C b	4	1
0	GHgam	AA0050-C a	4	1
0	GHgam	AA0050-C b	4	1
0	GHcol	AA0051-C a	0	0
0	GHcol	AA0051-C b	0	0
0	GHcol	AA0052-C a	0	0
0	GHcol	AA0052-C b	2	0
0	GHcol	AA0053-C a	0	0
0	GHcol	AA0053-C b	2	0
0	GHcol	AA0054-C a	2	0
0	GHcol	AA0054-C b	0	0
0	GHcol	AA0055-C a	0	0
0	GHcol	AA0055-C b	2	0
0	GHcol	AA0056-C a	2	0
0	GHcol	AA0056-C b	0	0
0	GHgam	AA0060-C a	4	1
0	GHgam	AA0060-C b	4	1
0	GHgam	AA0061-C a	4	1
0	GHgam	AA0061-C b	4	1
0	GHcol	AA0063-C a	2	0
0	GHcol	AA0063-C b	0	0
0	GHcol	AA0064-C a	0	0
0	GHcol	AA0064-C b	5	0
0	GHcol	AA0066-C a	0	0
0	GHcol	AA0066-C b	0	0
0	GHcol	AA0067-C a	0	0
0	GHcol	AA0067-C b	2	0
0	GHcol	AA0068-C a	0	0
0	GHcol	AA0068-C b	6	0
0	GHgam	AA0072-C a	7	0
0	GHgam	AA0072-C b	4	1
0	GHcol	AA0073-C a	4	1
0	GHcol	AA0073-C b	2	0
0	GHcol	AA0074-C a	0	0
0	GHcol	AA0074-C b	2	0
0	GHcol	AA0075-C a	2	0
0	GHcol	AA0075-C b	2	0
0	GHcol	AA0076-C a	2	0
0	GHcol	AA0076-C b	2	0
0	GHcol	AA0077-C a	3	0
0	GHcol	AA0077-C b	0	0
0	GHcol	AA0080-C a	0	0
0	GHcol	AA0080-C b	0	0
0	GHgam	AA0084-C a	4	1
0	GHgam	AA0084-C b	4	1
0	GHgam	AA0085-C a	2	0
0	GHgam	AA0085-C b	4	1
0	GHgam	AA0086-C a	0	0
0	GHgam	AA0086-C b	2	0
0	GHcol	AA0087-C a	0	0
0	GHcol	AA0087-C b	6	0
0	GHcol	AA0088-C a	0	0
0	GHcol	AA0088-C b	0	0
0	GHcol	AA0089-C a	2	0
0	GHcol	AA0089-C b	0	0
0	GHcol	AA0090-C a	0	0
0	GHcol	AA0090-C b	2	0
0	GHcol	AA0091-C a	2	0
1	GHcol	AA0091-C b	8	0
0	GHgam	AA0096-C a	9	0
0	GHgam	AA0096-C b	4	1
0	GHcol	AA0097-C a	2	0
0	GHcol	AA0097-C b	4	1
0	GHcol	AA0098-C a	2	0
0	GHcol	AA0098-C b	4	1
0	GHcol	AA0099-C a	10	0
0	GHcol	AA0099-C b	0	0
0	GHcol	AA0100-C a	2	0
0	GHcol	AA0100-C b	2	0
0	GHcol	AA0101-C a	0	0
0	GHcol	AA0101-C b	2	0
0	GHcol	AA0102-C a	11	0
0	GHcol	AA0102-C b	0	0
0	GHcol	AA0103-C a	2	0
0	GHcol	AA0103-C b	2	0
0	GHcol	AA0104-C a	0	0
0	GHcol	AA0104-C b	0	0
0	GHcol	AA0107-C a	2	0
0	GHcol	AA0107-C b	2	0
0	GHgam	AA0108-C a	4	1
0	GHgam	AA0108-C b	4	1
0	GHcol	AA0109-C a	0	0
0	GHcol	AA0109-C b	0	0
0	GHcol	AA0110-C a	0	0
0	GHcol	AA0110-C b	0	0
0	GHcol	AA0111-C a	0	0
0	GHcol	AA0111-C b	0	0
0	GHcol	AA0113-C a	2	0
0	GHcol	AA0113-C b	0	0
0	GHcol	AA0114-C a	0	0
0	GHcol	AA0114-C b	0	0
0	GHcol	AA0115-C a	0	0
0	GHcol	AA0115-C b	0	0
0	GHcol	AA0116-C a	2	0
0	GHcol	AA0116-C b	0	0
0	GHgam	AA0122-C a	12	0
0	GHgam	AA0122-C b	0	0
0	GHcol	AA0123-C a	0	0
0	GHcol	AA0123-C b	0	0
0	GHcol	AA0124-C a	0	0
0	GHcol	AA0124-C b	0	0
0	GHcol	AA0125-C a	0	0
0	GHcol	AA0125-C b	0	0
0	GHcol	AA0127-C a	2	0
0	GHcol	AA0127-C b	2	0
0	GHcol	AA0132-C a	0	0
0	GHcol	AA0132-C b	4	1
0	GHgam	AA0133-C a	2	0
0	GHgam	AA0133-C b	4	1
0	GHcol	AA0134-C a	2	0
0	GHcol	AA0134-C b	0	0
0	GHcol	AA0135-C a	0	0
0	GHcol	AA0135-C b	0	0
0	GHcol	AA0136-C a	0	0
0	GHcol	AA0136-C b	0	0
0	GHcol	AA0139-C a	0	0
0	GHcol	AA0139-C b	2	0
0	GHcol	AA0140-C a	4	1
0	GHcol	AA0140-C b	2	0
0	GHcol	AA0141-C a	2	0
0	GHcol	AA0141-C b	4	1
0	BFgam	AB0085-C a	2	0
0	BFgam	AB0085-C b	0	0
0	BFcol	AB0087-C a	2	0
0	BFcol	AB0087-C b	0	0
0	BFcol	AB0088-C a	0	0
0	BFcol	AB0088-C b	0	0
0	BFcol	AB0089-C a	2	0
0	BFcol	AB0089-C b	2	0
0	BFcol	AB0090-C a	0	0
0	BFcol	AB0090-C b	2	0
0	BFcol	AB0091-C a	13	0
0	BFcol	AB0091-C b	2	0
0	BFcol	AB0092-C a	14	0
0	BFcol	AB0092-C b	2	0
0	BFcol	AB0094-C a	15	0
0	BFcol	AB0094-C b	0	0
0	BFcol	AB0095-C a	0	0
0	BFcol	AB0095-C b	2	0
0	BFcol	AB0097-C a	2	0
0	BFcol	AB0097-C b	0	0
0	BFcol	AB0098-C a	0	0
0	BFcol	AB0098-C b	0	0
0	BFcol	AB0099-C a	0	0
0	BFcol	AB0099-C b	0	0
0	BFcol	AB0100-C a	0	0
0	BFcol	AB0100-C b	0	0
0	BFcol	AB0101-C a	16	0
0	BFcol	AB0101-C b	4	1
0	BFgam	AB0103-C a	17	0
0	BFgam	AB0103-C b	18	0
0	BFgam	AB0104-C a	0	0
0	BFgam	AB0104-C b	2	0
0	BFgam	AB0108-C a	2	0
0	BFgam	AB0108-C b	0	0
0	BFcol	AB0109-C a	9	0
0	BFcol	AB0109-C b	2	0
0	BFcol	AB0110-C a	19	0
0	BFcol	AB0110-C b	0	0
0	BFcol	AB0111-C a	2	0
0	BFcol	AB0111-C b	0	0
0	BFcol	AB0112-C a	0	0
0	BFcol	AB0112-C b	0	0
0	BFcol	AB0113-C a	4	1
0	BFcol	AB0113-C b	2	0
0	BFcol	AB0114-C a	2	0
0	BFcol	AB0114-C b	2	0
0	BFcol	AB0115-C a	2	0
0	BFcol	AB0115-C b	20	0
0	BFgam	AB0117-C a	0	0
0	BFgam	AB0117-C b	4	1
0	BFgam	AB0118-C a	0	0
0	BFgam	AB0118-C b	2	0
0	BFgam	AB0119-C a	4	1
0	BFgam	AB0119-C b	2	0
0	BFcol	AB0122-C a	2	0
0	BFcol	AB0122-C b	0	0
0	BFcol	AB0123-C a	0	0
0	BFcol	AB0123-C b	0	0
0	BFcol	AB0124-C a	0	0
0	BFcol	AB0124-C b	21	0
0	BFgam	AB0126-C a	2	0
0	BFgam	AB0126-C b	2	0
0	BFgam	AB0127-C a	2	0
0	BFgam	AB0127-C b	0	0
0	BFgam	AB0128-C a	0	0
0	BFgam	AB0128-C b	0	0
0	BFgam	AB0129-C a	0	0
0	BFgam	AB0129-C b	2	0
0	BFgam	AB0130-C a	0	0
0	BFgam	AB0130-C b	22	0
0	BFgam	AB0133-C a	4	1
0	BFgam	AB0133-C b	2	0
0	BFgam	AB0134-C a	4	1
0	BFgam	AB0134-C b	2	0
0	BFgam	AB0135-C a	2	0
0	BFgam	AB0135-C b	4	1
0	BFgam	AB0136-C a	0	0
0	BFgam	AB0136-C b	4	1
0	BFcol	AB0137-C a	0	0
0	BFcol	AB0137-C b	2	0
0	BFcol	AB0138-C a	0	0
0	BFcol	AB0138-C b	2	0
0	BFcol	AB0139-C a	0	0
0	BFcol	AB0139-C b	0	0
0	BFcol	AB0140-C a	0	0
0	BFcol	AB0140-C b	0	0
0	BFcol	AB0142-C a	2	0
0	BFcol	AB0142-C b	2	0
0	BFgam	AB0143-C a	4	1
0	BFgam	AB0143-C b	0	0
0	BFgam	AB0145-C a	2	0
0	BFgam	AB0145-C b	4	1
0	BFgam	AB0146-C a	4	1
0	BFgam	AB0146-C b	2	0
0	BFgam	AB0147-C a	23	0
0	BFgam	AB0147-C b	2	0
0	BFgam	AB0148-C a	0	0
0	BFgam	AB0148-C b	2	0
0	BFgam	AB0150-C a	4	1
0	BFgam	AB0150-C b	2	0
0	BFgam	AB0151-C a	2	0
0	BFgam	AB0151-C b	0	0
0	BFgam	AB0153-C a	24	1
0	BFgam	AB0153-C b	25	0
0	BFgam	AB0155-C a	0	0
0	BFgam	AB0155-C b	26	0
0	BFgam	AB0157-C a	2	0
0	BFgam	AB0157-C b	4	1
0	BFgam	AB0158-C a	2	0
0	BFgam	AB0158-C b	4	1
0	BFgam	AB0159-C a	4	1
0	BFgam	AB0159-C b	0	0
0	BFgam	AB0160-C a	4	1
0	BFgam	AB0160-C b	27	0
0	BFgam	AB0161-C a	0	0
0	BFgam	AB0161-C b	2	0
0	BFgam	AB0162-C a	0	0
0	BFgam	AB0162-C b	2	0
0	BFgam	AB0164-C a	28	0
0	BFgam	AB0164-C b	29	0
0	BFgam	AB0165-C a	30	0
0	BFgam	AB0165-C b	0	0
0	BFgam	AB0166-C a	2	0
0	BFgam	AB0166-C b	30	0
0	BFgam	AB0167-C a	0	0
0	BFgam	AB0167-C b	2	0
0	BFgam	AB0169-C a	17	0
0	BFgam	AB0169-C b	0	0
0	BFgam	AB0170-C a	0	0
0	BFgam	AB0170-C b	4	1
0	BFgam	AB0171-C a	0	0
0	BFgam	AB0171-C b	2	0
0	BFgam	AB0172-C a	2	0
0	BFgam	AB0172-C b	2	0
0	BFgam	AB0173-C a	2	0
0	BFgam	AB0173-C b	2	0
0	BFgam	AB0174-C a	0	0
0	BFgam	AB0174-C b	2	0
0	BFgam	AB0175-C a	0	0
0	BFgam	AB0175-C b	0	0
0	BFgam	AB0176-C a	31	0
0	BFgam	AB0176-C b	0	0
0	BFgam	AB0177-C a	2	0
0	BFgam	AB0177-C b	2	0
0	BFgam	AB0178-C a	2	0
0	BFgam	AB0178-C b	2	0
0	BFgam	AB0179-C a	0	0
0	BFgam	AB0179-C b	2	0
0	BFcol	AB0181-C a	0	0
0	BFcol	AB0181-C b	2	0
0	BFcol	AB0182-C a	0	0
0	BFcol	AB0182-C b	20	0
1	BFcol	AB0183-C a	8	0
0	BFcol	AB0183-C b	32	0
0	BFcol	AB0184-C a	0	0
0	BFcol	AB0184-C b	0	0
0	BFcol	AB0185-C a	33	0
0	BFcol	AB0185-C b	0	0
0	BFcol	AB0186-C a	0	0
0	BFcol	AB0186-C b	0	0
0	BFcol	AB0187-C a	0	0
0	BFcol	AB0187-C b	2	0
0	BFcol	AB0188-C a	2	0
0	BFcol	AB0188-C b	34	0
0	BFcol	AB0189-C a	2	0
0	BFcol	AB0189-C b	0	0
0	BFcol	AB0190-C a	2	0
0	BFcol	AB0190-C b	35	0
0	BFcol	AB0191-C a	2	0
0	BFcol	AB0191-C b	20	0
0	BFcol	AB0192-C a	0	0
0	BFcol	AB0192-C b	0	0
0	BFcol	AB0195-C a	0	0
2	BFcol	AB0195-C b	36	0
0	BFcol	AB0196-C a	0	0
0	BFcol	AB0196-C b	37	0
0	BFgam	AB0197-C a	2	0
0	BFgam	AB0197-C b	4	1
0	BFgam	AB0198-C a	4	1
0	BFgam	AB0198-C b	38	0
0	BFgam	AB0199-C a	0	0
0	BFgam	AB0199-C b	0	0
0	BFgam	AB0200-C a	32	0
0	BFgam	AB0200-C b	39	0
0	BFgam	AB0201-C a	0	0
0	BFgam	AB0201-C b	0	0
0	BFgam	AB0202-C a	0	0
0	BFgam	AB0202-C b	2	0
0	BFgam	AB0203-C a	0	0
0	BFgam	AB0203-C b	40	0
0	BFcol	AB0204-C a	2	0
0	BFcol	AB0204-C b	0	0
0	BFgam	AB0205-C a	23	0
0	BFgam	AB0205-C b	2	0
0	BFgam	AB0206-C a	41	0
0	BFgam	AB0206-C b	42	0
0	BFgam	AB0207-C a	30	0
0	BFgam	AB0207-C b	0	0
0	BFgam	AB0208-C a	4	1
0	BFgam	AB0208-C b	2	0
0	BFcol	AB0209-C a	0	0
0	BFcol	AB0209-C b	2	0
0	BFcol	AB0210-C a	0	0
3	BFcol	AB0210-C b	43	0
0	BFgam	AB0211-C a	4	1
0	BFgam	AB0211-C b	0	0
0	BFcol	AB0212-C a	2	0
0	BFcol	AB0212-C b	0	0
0	BFcol	AB0213-C a	44	0
0	BFcol	AB0213-C b	2	0
0	BFcol	AB0215-C a	0	0
0	BFcol	AB0215-C b	0	0
0	BFgam	AB0217-C a	4	1
0	BFgam	AB0217-C b	2	0
0	BFgam	AB0218-C a	2	0
0	BFgam	AB0218-C b	0	0
0	BFcol	AB0219-C a	2	0
0	BFcol	AB0219-C b	0	0
0	BFcol	AB0221-C a	0	0
0	BFcol	AB0221-C b	0	0
0	BFcol	AB0222-C a	2	0
0	BFcol	AB0222-C b	2	0
0	BFcol	AB0223-C a	0	0
0	BFcol	AB0223-C b	0	0
0	BFcol	AB0224-C a	2	0
0	BFcol	AB0224-C b	1	0
0	BFcol	AB0226-C a	0	0
0	BFcol	AB0226-C b	2	0
0	BFcol	AB0227-C a	2	0
0	BFcol	AB0227-C b	2	0
0	BFgam	AB0228-C a	0	0
0	BFgam	AB0228-C b	4	1
0	BFcol	AB0229-C a	2	0
0	BFcol	AB0229-C b	0	0
0	BFgam	AB0231-C a	0	0
0	BFgam	AB0231-C b	0	0
0	BFgam	AB0232-C a	0	0
0	BFgam	AB0232-C b	2	0
0	BFgam	AB0233-C a	0	0
0	BFgam	AB0233-C b	0	0
0	BFcol	AB0234-C a	15	0
0	BFcol	AB0234-C b	2	0
0	BFgam	AB0235-C a	4	1
0	BFgam	AB0235-C b	0	0
0	BFgam	AB0236-C a	0	0
0	BFgam	AB0236-C b	9	0
0	BFcol	AB0237-C a	3	0
0	BFcol	AB0237-C b	16	0
0	BFgam	AB0238-C a	2	0
0	BFgam	AB0238-C b	4	1
0	BFgam	AB0239-C a	45	1
0	BFgam	AB0239-C b	0	0
0	BFcol	AB0240-C a	20	0
0	BFcol	AB0240-C b	2	0
0	BFgam	AB0241-C a	2	0
0	BFgam	AB0241-C b	4	1
0	BFcol	AB0242-C a	20	0
0	BFcol	AB0242-C b	0	0
0	BFcol	AB0243-C a	0	0
0	BFcol	AB0243-C b	2	0
0	BFgam	AB0244-C a	2	0
0	BFgam	AB0244-C b	2	0
0	BFcol	AB0246-C a	0	0
0	BFcol	AB0246-C b	2	0
0	BFcol	AB0247-C a	2	0
0	BFcol	AB0247-C b	0	0
0	BFcol	AB0248-C a	0	0
0	BFcol	AB0248-C b	2	0
0	BFcol	AB0249-C a	0	0
0	BFcol	AB0249-C b	0	0
0	BFcol	AB0250-C a	0	0
0	BFcol	AB0250-C b	0	0
0	BFgam	AB0251-C a	0	0
0	BFgam	AB0251-C b	0	0
0	BFgam	AB0252-C a	0	0
0	BFgam	AB0252-C b	0	0
0	BFgam	AB0253-C a	46	1
0	BFgam	AB0253-C b	0	0
0	BFgam	AB0255-C a	0	0
0	BFgam	AB0255-C b	47	0
0	BFgam	AB0256-C a	0	0
0	BFgam	AB0256-C b	0	0
0	BFcol	AB0257-C a	2	0
0	BFcol	AB0257-C b	0	0
0	BFcol	AB0258-C a	2	0
0	BFcol	AB0258-C b	2	0
0	BFgam	AB0260-C a	0	0
0	BFgam	AB0260-C b	27	0
0	BFgam	AB0261-C a	2	0
0	BFgam	AB0261-C b	48	0
0	BFcol	AB0262-C a	2	0
0	BFcol	AB0262-C b	2	0
0	BFcol	AB0263-C a	0	0
0	BFcol	AB0263-C b	0	0
0	BFgam	AB0264-C a	2	0
0	BFgam	AB0264-C b	2	0
0	BFgam	AB0265-C a	2	0
0	BFgam	AB0265-C b	2	0
0	BFcol	AB0266-C a	2	0
0	BFcol	AB0266-C b	0	0
0	BFcol	AB0267-C a	2	0
0	BFcol	AB0267-C b	0	0
0	BFgam	AB0268-C a	0	0
0	BFgam	AB0268-C b	0	0
0	BFgam	AB0270-C a	0	0
0	BFgam	AB0270-C b	49	0
0	BFgam	AB0271-C a	50	0
0	BFgam	AB0271-C b	2	0
0	BFgam	AB0272-C a	2	0
0	BFgam	AB0272-C b	2	0
0	BFgam	AB0273-C a	2	0
0	BFgam	AB0273-C b	2	0
0	BFgam	AB0274-C a	0	0
0	BFgam	AB0274-C b	4	1
0	BFgam	AB0275-C a	51	0
0	BFgam	AB0275-C b	0	0
0	BFcol	AB0276-C a	0	0
0	BFcol	AB0276-C b	0	0
0	BFgam	AB0277-C a	51	0
0	BFgam	AB0277-C b	2	0
0	BFgam	AB0278-C a	17	0
0	BFgam	AB0278-C b	0	0
0	BFcol	AB0279-C a	2	0
0	BFcol	AB0279-C b	4	1
0	BFgam	AB0280-C a	4	1
0	BFgam	AB0280-C b	0	0
0	BFgam	AB0281-C a	2	0
0	BFgam	AB0281-C b	52	0
0	BFcol	AB0282-C a	2	0
0	BFcol	AB0282-C b	0	0
0	BFgam	AB0283-C a	30	0
0	BFgam	AB0283-C b	53	0
0	BFgam	AB0284-C a	4	1
0	BFgam	AB0284-C b	2	0
0	UGgam	AC0089-C a	0	0
0	UGgam	AC0089-C b	54	0
0	UGgam	AC0090-C a	2	0
0	UGgam	AC0090-C b	0	0
0	UGgam	AC0091-C a	55	0
0	UGgam	AC0091-C b	0	0
0	UGgam	AC0092-C a	17	0
0	UGgam	AC0092-C b	0	0
0	UGgam	AC0093-C a	0	0
0	UGgam	AC0093-C b	11	0
0	UGgam	AC0094-C a	0	0
0	UGgam	AC0094-C b	0	0
0	UGgam	AC0095-C a	2	0
0	UGgam	AC0095-C b	0	0
0	UGgam	AC0096-C a	56	0
0	UGgam	AC0096-C b	2	0
0	UGgam	AC0097-C a	0	0
0	UGgam	AC0097-C b	25	0
0	UGgam	AC0098-C a	2	0
0	UGgam	AC0098-C b	2	0
0	UGgam	AC0099-C a	2	0
0	UGgam	AC0099-C b	52	0
0	UGgam	AC0100-C a	0	0
0	UGgam	AC0100-C b	0	0
0	UGgam	AC0101-C a	0	0
0	UGgam	AC0101-C b	57	0
0	UGgam	AC0102-C a	0	0
0	UGgam	AC0102-C b	2	0
0	UGgam	AC0103-C a	2	0
0	UGgam	AC0103-C b	58	0
0	UGgam	AC0104-C a	2	0
0	UGgam	AC0104-C b	17	0
0	UGgam	AC0105-C a	59	0
0	UGgam	AC0105-C b	0	0
0	UGgam	AC0106-C a	0	0
0	UGgam	AC0106-C b	0	0
0	UGgam	AC0107-C a	2	0
0	UGgam	AC0107-C b	0	0
0	UGgam	AC0108-C a	29	0
0	UGgam	AC0108-C b	30	0
0	UGgam	AC0109-C a	2	0
0	UGgam	AC0109-C b	2	0
0	UGgam	AC0110-C a	60	0
0	UGgam	AC0110-C b	0	0
0	UGgam	AC0111-C a	0	0
0	UGgam	AC0111-C b	0	0
0	UGgam	AC0112-C a	0	0
0	UGgam	AC0112-C b	61	0
0	UGgam	AC0113-C a	62	0
0	UGgam	AC0113-C b	0	0
0	UGgam	AC0114-C a	0	0
0	UGgam	AC0114-C b	2	0
0	UGgam	AC0115-C a	0	0
0	UGgam	AC0115-C b	2	0
0	UGgam	AC0116-C a	0	0
0	UGgam	AC0116-C b	23	0
0	UGgam	AC0117-C a	0	0
0	UGgam	AC0117-C b	2	0
0	UGgam	AC0118-C a	0	0
0	UGgam	AC0118-C b	0	0
0	UGgam	AC0119-C a	2	0
0	UGgam	AC0119-C b	0	0
0	UGgam	AC0120-C a	0	0
0	UGgam	AC0120-C b	0	0
0	UGgam	AC0121-C a	17	0
0	UGgam	AC0121-C b	0	0
0	UGgam	AC0122-C a	59	0
0	UGgam	AC0122-C b	0	0
0	UGgam	AC0123-C a	63	0
0	UGgam	AC0123-C b	64	0
0	UGgam	AC0124-C a	0	0
0	UGgam	AC0124-C b	0	0
0	UGgam	AC0125-C a	2	0
0	UGgam	AC0125-C b	27	0
0	UGgam	AC0126-C a	0	0
0	UGgam	AC0126-C b	2	0
0	UGgam	AC0127-C a	0	0
0	UGgam	AC0127-C b	2	0
0	UGgam	AC0128-C a	48	0
0	UGgam	AC0128-C b	0	0
0	UGgam	AC0129-C a	0	0
0	UGgam	AC0129-C b	2	0
0	UGgam	AC0130-C a	0	0
0	UGgam	AC0130-C b	0	0
0	UGgam	AC0131-C a	0	0
0	UGgam	AC0131-C b	0	0
0	UGgam	AC0132-C a	18	0
0	UGgam	AC0132-C b	0	0
0	UGgam	AC0133-C a	0	0
