pearson_estimate	pearson_pval	is_in_Ace1
Sig_kmer0522	0.730417341963391	0.000000000000486687610917995	TRUE
Sig_kmer0525	0.818433272447028	0.00000000000000000289269864917227	TRUE
Sig_kmer0527	0.837874079088988	0.000000000000000000082036441376276	TRUE
Sig_kmer0529	0.779251381893417	0.00000000000000121076457569041	TRUE
Sig_kmer0535	0.746562468911754	0.0000000000000779906109064301	TRUE
Sig_kmer0556	0.738647604618283	0.000000000000194607839429261	TRUE
Sig_kmer0559	0.814225791461289	0.00000000000000000591544942796391	TRUE
Sig_kmer0567	0.392053993573473	0.000721374621141144	TRUE
Sig_kmer0579	0.669915117767963	0.000000000167202184595891	TRUE
Sig_kmer0583	0.826385068727526	0.000000000000000000710645563794426	TRUE
Sig_kmer0587	0.630991875401406	0.00000000366803171158366	TRUE
Sig_kmer0588	0.766249131104286	0.00000000000000688095323187204	TRUE
Sig_kmer0599	0.869668757121438	0.000000000000000000000076682147771996	TRUE
Sig_kmer0613	0.659347820155927	0.00000000040436755018225	TRUE
Sig_kmer0615	0.827439969136437	0.000000000000000000586753910442512	TRUE
Sig_kmer0622	0.797646444481238	0.0000000000000000839115439379618	TRUE
Sig_kmer0625	0.754135695941786	0.0000000000000314877897198624	TRUE
Sig_kmer0626	0.714231101134053	0.00000000000268732213655554	TRUE
Sig_kmer0633	0.767671883724062	0.00000000000000572095809205775	TRUE
Sig_kmer0644	0.704168274471161	0.00000000000733622844006854	TRUE
Sig_kmer0647	0.877083468363843	0.0000000000000000000000115564338826444	TRUE
Sig_kmer0652	0.805709509435701	0.0000000000000000238477240324949	TRUE
Sig_kmer0660	0.745650984221838	0.0000000000000867992741280812	TRUE
Sig_kmer0674	0.831419010645193	0.000000000000000000281516190109948	TRUE
Sig_kmer0705	0.674222332412179	0.000000000115455985221705	TRUE
Sig_kmer0709	0.887665683226125	0.000000000000000000000000621092165632957	TRUE
Sig_kmer0719	0.611371003345854	0.0000000148637612247199	TRUE
Sig_kmer0735	0.741867761233128	0.000000000000134688873819706	TRUE
Sig_kmer0736	0.815501993329033	0.00000000000000000477075897595291	TRUE
Sig_kmer0738	0.702754012942818	0.00000000000842011873056875	TRUE
Sig_kmer0742	0.706019498705808	0.00000000000611794821560658	TRUE
Sig_kmer0761	0.639416288707086	0.00000000195075546435483	TRUE
Sig_kmer0771	0.847827203140655	0.0000000000000000000109829004008743	TRUE
Sig_kmer0783	0.775069014893511	0.00000000000000214412785575222	TRUE
Sig_kmer0785	0.824025993926939	0.00000000000000000108567306013324	TRUE
Sig_kmer0798	0.798683210764342	0.0000000000000000716071373024542	TRUE
Sig_kmer0801	0.564236488739377	0.000000298410983702749	TRUE
Sig_kmer0802	0.86624368839344	0.000000000000000000000176823769366565	TRUE
Sig_kmer0804	0.67295493379318	0.000000000128830004922872	TRUE
Sig_kmer0808	0.485272059139698	0.0000179337185461217	TRUE
Sig_kmer0809	0.523365913069082	0.00000282690989521343	TRUE
Sig_kmer0837	0.808721910279973	0.0000000000000000146805016847252	TRUE
Sig_kmer0845	0.708891325622798	0.00000000000460309559908391	TRUE
Sig_kmer0847	0.662406453688065	0.000000000314297338766074	TRUE
Sig_kmer0850	0.843255331296236	0.0000000000000000000281437306620064	TRUE
Sig_kmer0856	0.544985023906832	0.000000893039969212641	TRUE
Sig_kmer0857	0.826080387391922	0.000000000000000000750893509502425	TRUE
Sig_kmer0858	0.795337290663503	0.000000000000000119063851373765	TRUE
Sig_kmer0859	0.723538175458107	0.00000000000102096497131739	TRUE
Sig_kmer0861	0.709040062894689	0.00000000000453534523010211	TRUE
Sig_kmer0862	0.828385709746708	0.000000000000000000493615190481546	TRUE
Sig_kmer0863	0.757057714032224	0.0000000000000219959618392364	TRUE
Sig_kmer0878	0.721239268018173	0.00000000000130137056656067	TRUE
Sig_kmer0889	0.846707222170006	0.0000000000000000000138693527197557	TRUE
Sig_kmer0890	0.77497872543314	0.00000000000000217045125671919	TRUE
Sig_kmer0909	0.788504637916981	0.000000000000000326796399445421	TRUE
Sig_kmer0914	0.811671743311593	0.00000000000000000905264002551537	TRUE
Sig_kmer0922	0.805358287999539	0.0000000000000000252217120567509	TRUE
Sig_kmer0926	0.879893278268491	0.00000000000000000000000546277204926314	TRUE
Sig_kmer0940	0.820388561231525	0.0000000000000000020614966740968	TRUE
Sig_kmer0950	0.808424049441347	0.0000000000000000154077925747448	TRUE
Sig_kmer0962	0.302094488979491	0.0104541008452271	TRUE
Sig_kmer0990	0.885672002884148	0.00000000000000000000000110115961997361	TRUE
Sig_kmer0991	0.86472963657398	0.000000000000000000000253957344738481	TRUE
Sig_kmer1003	0.764518109116505	0.00000000000000859887974943496	TRUE
Sig_kmer1013	0.849470896045795	0.00000000000000000000777157614043685	TRUE
Sig_kmer1016	0.871481847479435	0.0000000000000000000000488028557662717	TRUE
Sig_kmer1027	0.712980717181244	0.00000000000305157566027768	TRUE
Sig_kmer1031	0.779271510786628	0.00000000000000120740284556882	TRUE
Sig_kmer1056	0.543187948156188	0.000000985843799139774	TRUE
Sig_kmer1065	0.835993746527484	0.00000000000000000011813581658345	TRUE
Sig_kmer1087	0.681879798541812	0.0000000000588540661550773	TRUE
Sig_kmer1093	0.626325252134995	0.00000000516192123287693	TRUE
Sig_kmer1110	0.731881798700867	0.000000000000414460948003337	TRUE
Sig_kmer1116	0.749559676944321	0.0000000000000546795866434642	TRUE
Sig_kmer1130	0.815655859501361	0.00000000000000000464812649496033	TRUE
Sig_kmer1167	0.717040947952442	0.00000000000201460418126324	TRUE
Sig_kmer1168	0.839182950995487	0.0000000000000000000634701244795963	TRUE
Sig_kmer1175	0.765443082980988	0.00000000000000763525078968359	TRUE
Sig_kmer1178	0.84129120229293	0.0000000000000000000417796480306765	TRUE
Sig_kmer1194	0.586572260548316	0.0000000764341440583266	TRUE
Sig_kmer1195	0.775586268487437	0.00000000000000199914494110817	TRUE
Sig_kmer1216	0.828949009568676	0.000000000000000000445101878764294	TRUE
Sig_kmer1228	0.899449947826599	0.0000000000000000000000000166105015602806	TRUE
Sig_kmer1233	0.821252184042578	0.00000000000000000177269381573029	TRUE
Sig_kmer1255	0.649504510025457	0.000000000892435616931171	TRUE
Sig_kmer1265	0.626683805311458	0.00000000502919221006118	TRUE
Sig_kmer1277	0.759425650970428	0.0000000000000163859978314055	TRUE
Sig_kmer1291	0.763165556548293	0.0000000000000102211454518248	TRUE
Sig_kmer1345	0.796019012656055	0.000000000000000107428756554632	TRUE
Sig_kmer1387	0.70927189956357	0.00000000000443164415525192	TRUE
Sig_kmer1389	0.649688531780186	0.000000000879557293145494	TRUE
Sig_kmer1407	0.779026972087483	0.0000000000000012488585967631	TRUE
Sig_kmer1435	0.805713293224065	0.0000000000000000238333220442052	TRUE
Sig_kmer1453	0.449544951666239	0.0000839532588035263	TRUE
Sig_kmer1471	0.785367636752736	0.000000000000000513139018371612	TRUE
Sig_kmer1490	0.52814964317081	0.00000220568958514027	TRUE
Sig_kmer1493	0.780650099067782	0.000000000000000997356612633482	TRUE
Sig_kmer1497	0.815018658616425	0.00000000000000000517660990973651	TRUE
Sig_kmer1584	0.776688137570822	0.00000000000000172108427898899	TRUE
Sig_kmer1585	0.663153140805334	0.000000000295414867354943	TRUE
Sig_kmer1592	0.706799181510489	0.00000000000566509694420456	TRUE
Sig_kmer1596	0.730449894734722	0.000000000000484958304917977	TRUE
Sig_kmer1617	0.767361895963414	0.00000000000000595643787383638	TRUE
Sig_kmer1632	0.861149195267386	0.000000000000000000000587662076594576	TRUE
Sig_kmer1672	0.742805713113578	0.000000000000120874130566687	TRUE
Sig_kmer1673	0.744275568385487	0.000000000000101923374756955	TRUE
Sig_kmer1681	0.852935129390236	0.00000000000000000000369827669417716	TRUE
Sig_kmer1686	0.730744220433468	0.000000000000469588131728483	TRUE
Sig_kmer1687	0.764158843186257	0.00000000000000900383386754905	TRUE
Sig_kmer1711	0.800417649124176	0.0000000000000000548086399093802	TRUE
Sig_kmer1737	0.900344243669811	0.0000000000000000000000000123925790674361	TRUE
Sig_kmer1740	0.754482970683818	0.0000000000000301814083058982	TRUE
Sig_kmer1790	0.69246338360503	0.0000000000224125362292982	TRUE
Sig_kmer1805	0.71040621556423	0.00000000000395616132661717	TRUE
Sig_kmer1842	0.851049400753949	0.00000000000000000000555350719438004	TRUE
Sig_kmer1869	0.739765970132694	0.000000000000171363095723024	TRUE
Sig_kmer1887	0.712835814369696	0.00000000000309672557788386	TRUE
Sig_kmer1919	0.73076812456757	0.000000000000468360552982576	TRUE
Sig_kmer1920	0.671071533694515	0.0000000001514692843641	TRUE
Sig_kmer1924	0.744126905005897	0.000000000000103701995866764	TRUE
Sig_kmer1931	0.722143005146883	0.00000000000118330218374794	TRUE
Sig_kmer1940	0.82435617926023	0.00000000000000000102353880762255	TRUE
Sig_kmer1947	0.60092251396828	0.0000000301396600124019	TRUE
Sig_kmer1952	0.809422812588891	0.0000000000000000130972933120297	TRUE
Sig_kmer1954	0.722413018329581	0.00000000000115006746338614	TRUE
Sig_kmer1955	0.839843700685288	0.000000000000000000055710179184784	TRUE
Sig_kmer1956	0.724014090583907	0.000000000000970647309432878	TRUE
Sig_kmer1975	0.739131587445369	0.000000000000184199257509019	TRUE
Sig_kmer2020	0.847715675304572	0.0000000000000000000112420319969493	TRUE
Sig_kmer2027	0.69296980618649	0.000000000021378651888965	TRUE
Sig_kmer2028	0.750994959824643	0.0000000000000460473411511375	TRUE
Sig_kmer2031	0.794108219761234	0.000000000000000143176553488416	TRUE
Sig_kmer2056	0.703422142985974	0.00000000000789022591457439	TRUE
Sig_kmer2060	0.89075998472618	0.000000000000000000000000249878716409327	TRUE
Sig_kmer2085	0.679984287889135	0.0000000000696679740489007	TRUE
Sig_kmer2156	0.507185885006133	0.00000636665522494723	TRUE
Sig_kmer2187	0.713474976563084	0.00000000000290226822525388	TRUE
Sig_kmer2202	0.782497740351481	0.000000000000000770311544602593	TRUE
Sig_kmer2203	0.455361434948816	0.0000660555974832165	TRUE
Sig_kmer2204	0.748627139512844	0.0000000000000610997287026665	TRUE
Sig_kmer2207	0.753395900337362	0.0000000000000344543406829111	TRUE
Sig_kmer2230	0.61612787447202	0.0000000106814069771593	TRUE
Sig_kmer2244	0.819013816804398	0.00000000000000000261701559061494	TRUE
Sig_kmer2258	0.685362265145404	0.0000000000430283441643822	TRUE
Sig_kmer2265	0.820443525436529	0.00000000000000000204183810330184	TRUE
Sig_kmer2267	0.699384721130777	0.0000000000116545540948218	TRUE
Sig_kmer2274	0.706728560517111	0.00000000000570475409474662	TRUE
Sig_kmer2293	0.802564596600627	0.0000000000000000392230335822067	TRUE
Sig_kmer2320	0.827555643487212	0.000000000000000000574511689370054	TRUE
Sig_kmer2352	0.561052353688935	0.000000359446553281298	TRUE
Sig_kmer2377	0.845625144884135	0.0000000000000000000173460787375212	TRUE
Sig_kmer2378	0.66966150703849	0.000000000170855358301701	TRUE
Sig_kmer2389	0.660347695584154	0.000000000372511942968608	TRUE
Sig_kmer2392	0.740680620909048	0.000000000000154357396037283	TRUE
Sig_kmer2395	0.623809557684889	0.00000000619132206499349	TRUE
Sig_kmer2441	0.652590516519346	0.000000000698462131539871	TRUE
Sig_kmer2455	0.771239445728384	0.00000000000000358008978858431	TRUE
Sig_kmer2468	0.75647566304376	0.0000000000000236347738491622	TRUE
Sig_kmer2507	0.77774247095519	0.00000000000000149011510928616	TRUE
Sig_kmer2508	0.722367849396678	0.00000000000115556405410354	TRUE
Sig_kmer2514	0.838079454518582	0.0000000000000000000788109513410994	TRUE
Sig_kmer2562	0.660143449785919	0.000000000378817935261826	TRUE
Sig_kmer2596	0.697869215868117	0.0000000000134699051963238	TRUE
Sig_kmer2600	0.754508997960247	0.0000000000000300856254446724	TRUE
Sig_kmer2707	0.660374248067978	0.000000000371699542983254	TRUE
Sig_kmer2737	0.622508079490073	0.00000000679772623043603	TRUE
Sig_kmer2749	0.845024437197304	0.0000000000000000000196250317009107	TRUE
Sig_kmer2895	0.851710770196023	0.00000000000000000000481857845197136	TRUE
Sig_kmer2915	0.78926653251598	0.000000000000000292539433211435	TRUE
Sig_kmer2971	0.861614772039415	0.000000000000000000000527624866533882	TRUE
Sig_kmer2990	0.733753430103728	0.000000000000337018989736280	TRUE
Sig_kmer3106	0.678647885328651	0.0000000000784071544777939	TRUE
Sig_kmer3169	0.732578537329345	0.000000000000383823135340223	TRUE
Sig_kmer3220	0.577688689934762	0.000000132995850494608	TRUE
Sig_kmer3258	0.746521072679546	0.0000000000000783713367215284	TRUE
Sig_kmer3295	0.796381981334538	0.00000000000000010168891757619	TRUE
Sig_kmer3328	0.654299611147937	0.000000000609075485353854	TRUE
Sig_kmer3364	0.851615222866653	0.00000000000000000000491862454089747	TRUE
Sig_kmer3447	0.80484770839361	0.0000000000000000273559884673306	TRUE
Sig_kmer3496	0.667397979534769	0.000000000207015969636085	TRUE
Sig_kmer3530	0.581997585283876	0.000000101872178847573	TRUE
Sig_kmer3697	0.742388618598002	0.000000000000126840480154479	TRUE
Sig_kmer3861	0.573814084040641	0.00000016847644273791	TRUE
Sig_kmer3924	0.696952702338748	0.0000000000146959226586732	TRUE
Sig_kmer3930	0.675031533511245	0.000000000107622333185886	TRUE
Sig_kmer3960	0.721101685572586	0.00000000000132030734314121	TRUE
Sig_kmer4013	0.760540930162789	0.0000000000000142474738895484	TRUE
Sig_kmer4354	0.822674812178866	0.00000000000000000138002105850144	TRUE
Sig_kmer4455	0.738109004836515	0.000000000000206854605463043	TRUE
Sig_kmer4464	0.745385937016273	0.0000000000000895350732163389	TRUE
Sig_kmer4646	0.625423917536078	0.0000000055104477649157	TRUE
Sig_kmer5504	0.802938369909489	0.0000000000000000369880882449408	TRUE
Sig_kmer5719	0.431111982560466	0.000174536702571688	TRUE
Sig_kmer5758	0.462602245984013	0.0000487111076619072	TRUE
Sig_kmer5788	0.705841643825891	0.00000000000622600150200843	TRUE
Sig_kmer5802	0.747909979881469	0.0000000000000665234901936374	TRUE
Sig_kmer5881	0.500039527139452	0.00000899493015277009	TRUE
Sig_kmer6091	0.884685062942141	0.00000000000000000000000145633348922955	TRUE
Sig_kmer6129	0.851089989609758	0.00000000000000000000550544593815203	TRUE
Sig_kmer6318	0.72500113769654	0.000000000000873761970002203	TRUE
Sig_kmer6532	0.753273057257593	0.0000000000000349722435438301	TRUE
Sig_kmer6558	0.820300448955328	0.00000000000000000209339247117571	TRUE
Sig_kmer6799	0.853644832183166	0.00000000000000000000316890363651131	TRUE
Sig_kmer7016	0.745901183145272	0.0000000000000842905323595596	TRUE
Sig_kmer7186	0.763219195572442	0.0000000000000101515520664292	TRUE
Sig_kmer7193	0.525381976846953	0.00000254738479671102	TRUE
Sig_kmer7414	0.757277989977908	0.0000000000000214047120050175	TRUE
Sig_kmer9548	0.74033540539839	0.00000000000016057618234925	TRUE
